step,tag,value
108,train_metrics/mae_gradient,1.8840019702911377
109,train_metrics/mae_gradient,1.879478096961975
110,train_metrics/mae_gradient,1.8749114274978638
111,train_metrics/mae_gradient,1.8702764511108398
112,train_metrics/mae_gradient,1.8656084537506104
113,train_metrics/mae_gradient,1.861035704612732
114,train_metrics/mae_gradient,1.856399655342102
115,train_metrics/mae_gradient,1.851861834526062
116,train_metrics/mae_gradient,1.847280502319336
117,train_metrics/mae_gradient,1.842879295349121
118,train_metrics/mae_gradient,1.8386645317077637
119,train_metrics/mae_gradient,1.8344541788101196
120,train_metrics/mae_gradient,1.8300567865371704
121,train_metrics/mae_gradient,1.8254793882369995
122,train_metrics/mae_gradient,1.8207857608795166
123,train_metrics/mae_gradient,1.8159722089767456
124,train_metrics/mae_gradient,1.8111344575881958
125,train_metrics/mae_gradient,1.8061747550964355
126,train_metrics/mae_gradient,1.8012702465057373
127,train_metrics/mae_gradient,1.7961372137069702
128,train_metrics/mae_gradient,1.7907493114471436
129,train_metrics/mae_gradient,1.7849719524383545
130,train_metrics/mae_gradient,1.7790870666503906
131,train_metrics/mae_gradient,1.7732967138290405
132,train_metrics/mae_gradient,1.767897605895996
133,train_metrics/mae_gradient,1.762492060661316
134,train_metrics/mae_gradient,1.7571806907653809
135,train_metrics/mae_gradient,1.752356767654419
136,train_metrics/mae_gradient,1.7479135990142822
137,train_metrics/mae_gradient,1.7435457706451416
138,train_metrics/mae_gradient,1.739457368850708
139,train_metrics/mae_gradient,1.7357739210128784
140,train_metrics/mae_gradient,1.7325068712234497
0,train_metrics/mae_initial_guess,8.822866439819336
1,train_metrics/mae_initial_guess,8.82188606262207
2,train_metrics/mae_initial_guess,8.82088565826416
3,train_metrics/mae_initial_guess,8.819880485534668
4,train_metrics/mae_initial_guess,8.81885814666748
5,train_metrics/mae_initial_guess,8.817830085754395
6,train_metrics/mae_initial_guess,8.816791534423828
7,train_metrics/mae_initial_guess,8.815741539001465
8,train_metrics/mae_initial_guess,8.814684867858887
9,train_metrics/mae_initial_guess,8.813619613647461
10,train_metrics/mae_initial_guess,8.812545776367188
11,train_metrics/mae_initial_guess,8.811470031738281
12,train_metrics/mae_initial_guess,8.810393333435059
13,train_metrics/mae_initial_guess,8.809324264526367
14,train_metrics/mae_initial_guess,8.808263778686523
15,train_metrics/mae_initial_guess,8.807214736938477
16,train_metrics/mae_initial_guess,8.80617904663086
17,train_metrics/mae_initial_guess,8.805150985717773
18,train_metrics/mae_initial_guess,8.804136276245117
19,train_metrics/mae_initial_guess,8.80313777923584
20,train_metrics/mae_initial_guess,8.802157402038574
21,train_metrics/mae_initial_guess,8.801188468933105
22,train_metrics/mae_initial_guess,8.800235748291016
23,train_metrics/mae_initial_guess,8.799296379089355
24,train_metrics/mae_initial_guess,8.798373222351074
25,train_metrics/mae_initial_guess,8.797470092773438
26,train_metrics/mae_initial_guess,8.796586036682129
27,train_metrics/mae_initial_guess,8.795730590820312
28,train_metrics/mae_initial_guess,8.794897079467773
29,train_metrics/mae_initial_guess,8.794088363647461
30,train_metrics/mae_initial_guess,8.793303489685059
31,train_metrics/mae_initial_guess,8.792539596557617
32,train_metrics/mae_initial_guess,8.791797637939453
33,train_metrics/mae_initial_guess,8.791082382202148
34,train_metrics/mae_initial_guess,8.79039192199707
35,train_metrics/mae_initial_guess,8.789722442626953
36,train_metrics/mae_initial_guess,8.789071083068848
37,train_metrics/mae_initial_guess,8.788442611694336
38,train_metrics/mae_initial_guess,8.787830352783203
39,train_metrics/mae_initial_guess,8.787236213684082
40,train_metrics/mae_initial_guess,8.786656379699707
41,train_metrics/mae_initial_guess,8.786099433898926
42,train_metrics/mae_initial_guess,8.785566329956055
43,train_metrics/mae_initial_guess,8.785056114196777
44,train_metrics/mae_initial_guess,8.784566879272461
45,train_metrics/mae_initial_guess,8.784099578857422
46,train_metrics/mae_initial_guess,8.783658027648926
47,train_metrics/mae_initial_guess,8.783231735229492
48,train_metrics/mae_initial_guess,8.782830238342285
49,train_metrics/mae_initial_guess,8.782452583312988
50,train_metrics/mae_initial_guess,8.782083511352539
51,train_metrics/mae_initial_guess,8.781729698181152
52,train_metrics/mae_initial_guess,8.78138542175293
53,train_metrics/mae_initial_guess,8.781045913696289
54,train_metrics/mae_initial_guess,8.780709266662598
55,train_metrics/mae_initial_guess,8.780374526977539
56,train_metrics/mae_initial_guess,8.78003978729248
57,train_metrics/mae_initial_guess,8.77971076965332
58,train_metrics/mae_initial_guess,8.779377937316895
59,train_metrics/mae_initial_guess,8.779047966003418
60,train_metrics/mae_initial_guess,8.778711318969727
61,train_metrics/mae_initial_guess,8.77837085723877
62,train_metrics/mae_initial_guess,8.778023719787598
63,train_metrics/mae_initial_guess,8.777676582336426
64,train_metrics/mae_initial_guess,8.777324676513672
65,train_metrics/mae_initial_guess,8.776970863342285
66,train_metrics/mae_initial_guess,8.776619911193848
67,train_metrics/mae_initial_guess,8.776267051696777
68,train_metrics/mae_initial_guess,8.775921821594238
69,train_metrics/mae_initial_guess,8.775578498840332
70,train_metrics/mae_initial_guess,8.775239944458008
71,train_metrics/mae_initial_guess,8.774907112121582
72,train_metrics/mae_initial_guess,8.77458381652832
73,train_metrics/mae_initial_guess,8.774263381958008
74,train_metrics/mae_initial_guess,8.773958206176758
75,train_metrics/mae_initial_guess,8.773661613464355
76,train_metrics/mae_initial_guess,8.773374557495117
77,train_metrics/mae_initial_guess,8.773090362548828
78,train_metrics/mae_initial_guess,8.772811889648438
79,train_metrics/mae_initial_guess,8.772533416748047
80,train_metrics/mae_initial_guess,8.772262573242188
81,train_metrics/mae_initial_guess,8.77199935913086
82,train_metrics/mae_initial_guess,8.77173900604248
83,train_metrics/mae_initial_guess,8.771486282348633
84,train_metrics/mae_initial_guess,8.77123737335205
85,train_metrics/mae_initial_guess,8.770994186401367
86,train_metrics/mae_initial_guess,8.770753860473633
87,train_metrics/mae_initial_guess,8.77051830291748
88,train_metrics/mae_initial_guess,8.770283699035645
89,train_metrics/mae_initial_guess,8.770048141479492
90,train_metrics/mae_initial_guess,8.769817352294922
91,train_metrics/mae_initial_guess,8.769590377807617
92,train_metrics/mae_initial_guess,8.769369125366211
93,train_metrics/mae_initial_guess,8.769148826599121
94,train_metrics/mae_initial_guess,8.76893138885498
95,train_metrics/mae_initial_guess,8.768718719482422
96,train_metrics/mae_initial_guess,8.768516540527344
97,train_metrics/mae_initial_guess,8.768322944641113
98,train_metrics/mae_initial_guess,8.768136978149414
99,train_metrics/mae_initial_guess,8.767958641052246
100,train_metrics/mae_initial_guess,8.767788887023926
101,train_metrics/mae_initial_guess,8.767622947692871
102,train_metrics/mae_initial_guess,8.767448425292969
103,train_metrics/mae_initial_guess,8.767279624938965
104,train_metrics/mae_initial_guess,8.767108917236328
105,train_metrics/mae_initial_guess,8.766931533813477
106,train_metrics/mae_initial_guess,8.766749382019043
107,train_metrics/mae_initial_guess,8.766563415527344
108,train_metrics/mae_initial_guess,8.766380310058594
109,train_metrics/mae_initial_guess,8.766194343566895
110,train_metrics/mae_initial_guess,8.766011238098145
111,train_metrics/mae_initial_guess,8.765826225280762
112,train_metrics/mae_initial_guess,8.765645980834961
113,train_metrics/mae_initial_guess,8.765466690063477
114,train_metrics/mae_initial_guess,8.765294075012207
115,train_metrics/mae_initial_guess,8.76512336730957
116,train_metrics/mae_initial_guess,8.764955520629883
117,train_metrics/mae_initial_guess,8.76479434967041
118,train_metrics/mae_initial_guess,8.764636039733887
119,train_metrics/mae_initial_guess,8.764481544494629
120,train_metrics/mae_initial_guess,8.764328002929688
121,train_metrics/mae_initial_guess,8.764177322387695
122,train_metrics/mae_initial_guess,8.764019012451172
123,train_metrics/mae_initial_guess,8.763860702514648
124,train_metrics/mae_initial_guess,8.763702392578125
125,train_metrics/mae_initial_guess,8.763550758361816
126,train_metrics/mae_initial_guess,8.763406753540039
127,train_metrics/mae_initial_guess,8.763273239135742
128,train_metrics/mae_initial_guess,8.763150215148926
129,train_metrics/mae_initial_guess,8.763036727905273
130,train_metrics/mae_initial_guess,8.762927055358887
131,train_metrics/mae_initial_guess,8.76281452178955
132,train_metrics/mae_initial_guess,8.762701988220215
133,train_metrics/mae_initial_guess,8.762591361999512
134,train_metrics/mae_initial_guess,8.762475967407227
135,train_metrics/mae_initial_guess,8.762351036071777
136,train_metrics/mae_initial_guess,8.762211799621582
137,train_metrics/mae_initial_guess,8.762067794799805
138,train_metrics/mae_initial_guess,8.761920928955078
139,train_metrics/mae_initial_guess,8.76176643371582
140,train_metrics/mae_initial_guess,8.76160717010498
0,train_metrics_ground_state/mae_energy_ground_state,0.00238037109375
1,train_metrics_ground_state/mae_energy_ground_state,0.00238037109375
2,train_metrics_ground_state/mae_energy_ground_state,0.00244140625
3,train_metrics_ground_state/mae_energy_ground_state,0.00244140625
4,train_metrics_ground_state/mae_energy_ground_state,0.00244140625
5,train_metrics_ground_state/mae_energy_ground_state,0.00250244140625
6,train_metrics_ground_state/mae_energy_ground_state,0.00250244140625
7,train_metrics_ground_state/mae_energy_ground_state,0.0025634765625
8,train_metrics_ground_state/mae_energy_ground_state,0.0025634765625
9,train_metrics_ground_state/mae_energy_ground_state,0.00262451171875
10,train_metrics_ground_state/mae_energy_ground_state,0.00262451171875
11,train_metrics_ground_state/mae_energy_ground_state,0.002685546875
12,train_metrics_ground_state/mae_energy_ground_state,0.002685546875
13,train_metrics_ground_state/mae_energy_ground_state,0.00274658203125
14,train_metrics_ground_state/mae_energy_ground_state,0.00274658203125
15,train_metrics_ground_state/mae_energy_ground_state,0.0028076171875
16,train_metrics_ground_state/mae_energy_ground_state,0.0028076171875
17,train_metrics_ground_state/mae_energy_ground_state,0.00286865234375
18,train_metrics_ground_state/mae_energy_ground_state,0.0029296875
19,train_metrics_ground_state/mae_energy_ground_state,0.0029296875
20,train_metrics_ground_state/mae_energy_ground_state,0.00299072265625
21,train_metrics_ground_state/mae_energy_ground_state,0.00299072265625
22,train_metrics_ground_state/mae_energy_ground_state,0.0030517578125
23,train_metrics_ground_state/mae_energy_ground_state,0.0030517578125
24,train_metrics_ground_state/mae_energy_ground_state,0.00311279296875
25,train_metrics_ground_state/mae_energy_ground_state,0.00311279296875
26,train_metrics_ground_state/mae_energy_ground_state,0.003173828125
27,train_metrics_ground_state/mae_energy_ground_state,0.003173828125
28,train_metrics_ground_state/mae_energy_ground_state,0.00323486328125
29,train_metrics_ground_state/mae_energy_ground_state,0.00323486328125
30,train_metrics_ground_state/mae_energy_ground_state,0.0032958984375
31,train_metrics_ground_state/mae_energy_ground_state,0.0032958984375
32,train_metrics_ground_state/mae_energy_ground_state,0.00335693359375
33,train_metrics_ground_state/mae_energy_ground_state,0.00335693359375
34,train_metrics_ground_state/mae_energy_ground_state,0.00341796875
35,train_metrics_ground_state/mae_energy_ground_state,0.00341796875
36,train_metrics_ground_state/mae_energy_ground_state,0.00347900390625
37,train_metrics_ground_state/mae_energy_ground_state,0.00347900390625
38,train_metrics_ground_state/mae_energy_ground_state,0.00347900390625
39,train_metrics_ground_state/mae_energy_ground_state,0.0035400390625
40,train_metrics_ground_state/mae_energy_ground_state,0.0035400390625
41,train_metrics_ground_state/mae_energy_ground_state,0.0035400390625
42,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
43,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
44,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
45,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
46,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
47,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
48,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
49,train_metrics_ground_state/mae_energy_ground_state,0.00360107421875
50,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
51,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
52,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
53,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
54,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
55,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
56,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
57,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
58,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
59,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
60,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
61,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
62,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
63,train_metrics_ground_state/mae_energy_ground_state,0.003662109375
64,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
65,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
66,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
67,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
68,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
69,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
70,train_metrics_ground_state/mae_energy_ground_state,0.00372314453125
71,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
72,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
73,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
74,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
75,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
76,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
77,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
78,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
79,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
80,train_metrics_ground_state/mae_energy_ground_state,0.0037841796875
81,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
82,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
83,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
84,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
85,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
86,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
87,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
88,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
89,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
90,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
91,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
92,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
93,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
94,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
95,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
96,train_metrics_ground_state/mae_energy_ground_state,0.00384521484375
97,train_metrics_ground_state/mae_energy_ground_state,0.00390625
98,train_metrics_ground_state/mae_energy_ground_state,0.00390625
99,train_metrics_ground_state/mae_energy_ground_state,0.00390625
100,train_metrics_ground_state/mae_energy_ground_state,0.00390625
101,train_metrics_ground_state/mae_energy_ground_state,0.00390625
102,train_metrics_ground_state/mae_energy_ground_state,0.00390625
103,train_metrics_ground_state/mae_energy_ground_state,0.00390625
104,train_metrics_ground_state/mae_energy_ground_state,0.00390625
105,train_metrics_ground_state/mae_energy_ground_state,0.00396728515625
106,train_metrics_ground_state/mae_energy_ground_state,0.00396728515625
107,train_metrics_ground_state/mae_energy_ground_state,0.00396728515625
108,train_metrics_ground_state/mae_energy_ground_state,0.00396728515625
109,train_metrics_ground_state/mae_energy_ground_state,0.00396728515625
110,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
111,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
112,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
113,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
114,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
115,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
116,train_metrics_ground_state/mae_energy_ground_state,0.0040283203125
117,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
118,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
119,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
120,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
121,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
122,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
123,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
124,train_metrics_ground_state/mae_energy_ground_state,0.00408935546875
125,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
126,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
127,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
128,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
129,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
130,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
131,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
132,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
133,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
134,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
135,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
136,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
137,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
138,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
139,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
140,train_metrics_ground_state/mae_energy_ground_state,0.004150390625
0,train_metrics_ground_state/mae_gradient_ground_state,2.5229506492614746
1,train_metrics_ground_state/mae_gradient_ground_state,2.498615264892578
2,train_metrics_ground_state/mae_gradient_ground_state,2.475944757461548
3,train_metrics_ground_state/mae_gradient_ground_state,2.4552738666534424
4,train_metrics_ground_state/mae_gradient_ground_state,2.4363651275634766
5,train_metrics_ground_state/mae_gradient_ground_state,2.4191999435424805
6,train_metrics_ground_state/mae_gradient_ground_state,2.4032740592956543
7,train_metrics_ground_state/mae_gradient_ground_state,2.389618396759033
8,train_metrics_ground_state/mae_gradient_ground_state,2.377201795578003
9,train_metrics_ground_state/mae_gradient_ground_state,2.366190195083618
10,train_metrics_ground_state/mae_gradient_ground_state,2.35652494430542
11,train_metrics_ground_state/mae_gradient_ground_state,2.348271369934082
12,train_metrics_ground_state/mae_gradient_ground_state,2.34118390083313
13,train_metrics_ground_state/mae_gradient_ground_state,2.3348262310028076
14,train_metrics_ground_state/mae_gradient_ground_state,2.328645706176758
15,train_metrics_ground_state/mae_gradient_ground_state,2.3225865364074707
16,train_metrics_ground_state/mae_gradient_ground_state,2.316380739212036
17,train_metrics_ground_state/mae_gradient_ground_state,2.310166358947754
18,train_metrics_ground_state/mae_gradient_ground_state,2.304215908050537
19,train_metrics_ground_state/mae_gradient_ground_state,2.297996759414673
20,train_metrics_ground_state/mae_gradient_ground_state,2.291656017303467
21,train_metrics_ground_state/mae_gradient_ground_state,2.286313533782959
22,train_metrics_ground_state/mae_gradient_ground_state,2.281684160232544
23,train_metrics_ground_state/mae_gradient_ground_state,2.2773427963256836
24,train_metrics_ground_state/mae_gradient_ground_state,2.273516893386841
25,train_metrics_ground_state/mae_gradient_ground_state,2.270740270614624
26,train_metrics_ground_state/mae_gradient_ground_state,2.2682130336761475
27,train_metrics_ground_state/mae_gradient_ground_state,2.2655560970306396
28,train_metrics_ground_state/mae_gradient_ground_state,2.2630558013916016
29,train_metrics_ground_state/mae_gradient_ground_state,2.2604808807373047
30,train_metrics_ground_state/mae_gradient_ground_state,2.257899045944214
31,train_metrics_ground_state/mae_gradient_ground_state,2.2550182342529297
32,train_metrics_ground_state/mae_gradient_ground_state,2.251878023147583
33,train_metrics_ground_state/mae_gradient_ground_state,2.2484960556030273
34,train_metrics_ground_state/mae_gradient_ground_state,2.2448811531066895
35,train_metrics_ground_state/mae_gradient_ground_state,2.241136312484741
36,train_metrics_ground_state/mae_gradient_ground_state,2.237743377685547
37,train_metrics_ground_state/mae_gradient_ground_state,2.2342822551727295
38,train_metrics_ground_state/mae_gradient_ground_state,2.230771064758301
39,train_metrics_ground_state/mae_gradient_ground_state,2.227104663848877
40,train_metrics_ground_state/mae_gradient_ground_state,2.223867416381836
41,train_metrics_ground_state/mae_gradient_ground_state,2.2205560207366943
42,train_metrics_ground_state/mae_gradient_ground_state,2.217074394226074
43,train_metrics_ground_state/mae_gradient_ground_state,2.213142156600952
44,train_metrics_ground_state/mae_gradient_ground_state,2.2087554931640625
45,train_metrics_ground_state/mae_gradient_ground_state,2.2038609981536865
46,train_metrics_ground_state/mae_gradient_ground_state,2.198404312133789
47,train_metrics_ground_state/mae_gradient_ground_state,2.1924331188201904
48,train_metrics_ground_state/mae_gradient_ground_state,2.1860604286193848
49,train_metrics_ground_state/mae_gradient_ground_state,2.179262161254883
50,train_metrics_ground_state/mae_gradient_ground_state,2.1720969676971436
51,train_metrics_ground_state/mae_gradient_ground_state,2.1647050380706787
52,train_metrics_ground_state/mae_gradient_ground_state,2.1574878692626953
53,train_metrics_ground_state/mae_gradient_ground_state,2.151095390319824
54,train_metrics_ground_state/mae_gradient_ground_state,2.1451144218444824
55,train_metrics_ground_state/mae_gradient_ground_state,2.139613628387451
56,train_metrics_ground_state/mae_gradient_ground_state,2.134199857711792
57,train_metrics_ground_state/mae_gradient_ground_state,2.1286423206329346
58,train_metrics_ground_state/mae_gradient_ground_state,2.123183488845825
59,train_metrics_ground_state/mae_gradient_ground_state,2.1177680492401123
60,train_metrics_ground_state/mae_gradient_ground_state,2.1124253273010254
61,train_metrics_ground_state/mae_gradient_ground_state,2.1072850227355957
62,train_metrics_ground_state/mae_gradient_ground_state,2.102241039276123
63,train_metrics_ground_state/mae_gradient_ground_state,2.097358465194702
64,train_metrics_ground_state/mae_gradient_ground_state,2.092830181121826
65,train_metrics_ground_state/mae_gradient_ground_state,2.088735342025757
66,train_metrics_ground_state/mae_gradient_ground_state,2.0849485397338867
67,train_metrics_ground_state/mae_gradient_ground_state,2.081099033355713
68,train_metrics_ground_state/mae_gradient_ground_state,2.0770158767700195
69,train_metrics_ground_state/mae_gradient_ground_state,2.072493314743042
70,train_metrics_ground_state/mae_gradient_ground_state,2.067882776260376
71,train_metrics_ground_state/mae_gradient_ground_state,2.06319260597229
72,train_metrics_ground_state/mae_gradient_ground_state,2.0587427616119385
73,train_metrics_ground_state/mae_gradient_ground_state,2.054455280303955
74,train_metrics_ground_state/mae_gradient_ground_state,2.0498769283294678
75,train_metrics_ground_state/mae_gradient_ground_state,2.0452349185943604
76,train_metrics_ground_state/mae_gradient_ground_state,2.040464401245117
77,train_metrics_ground_state/mae_gradient_ground_state,2.0359139442443848
78,train_metrics_ground_state/mae_gradient_ground_state,2.0314412117004395
79,train_metrics_ground_state/mae_gradient_ground_state,2.026787281036377
80,train_metrics_ground_state/mae_gradient_ground_state,2.022012710571289
81,train_metrics_ground_state/mae_gradient_ground_state,2.017287254333496
82,train_metrics_ground_state/mae_gradient_ground_state,2.0126144886016846
83,train_metrics_ground_state/mae_gradient_ground_state,2.007859230041504
84,train_metrics_ground_state/mae_gradient_ground_state,2.0031614303588867
85,train_metrics_ground_state/mae_gradient_ground_state,1.9985911846160889
86,train_metrics_ground_state/mae_gradient_ground_state,1.9939489364624023
87,train_metrics_ground_state/mae_gradient_ground_state,1.989089846611023
88,train_metrics_ground_state/mae_gradient_ground_state,1.9840950965881348
89,train_metrics_ground_state/mae_gradient_ground_state,1.9789925813674927
90,train_metrics_ground_state/mae_gradient_ground_state,1.9739004373550415
91,train_metrics_ground_state/mae_gradient_ground_state,1.9687535762786865
92,train_metrics_ground_state/mae_gradient_ground_state,1.96363365650177
93,train_metrics_ground_state/mae_gradient_ground_state,1.9585601091384888
94,train_metrics_ground_state/mae_gradient_ground_state,1.9534176588058472
95,train_metrics_ground_state/mae_gradient_ground_state,1.948387622833252
96,train_metrics_ground_state/mae_gradient_ground_state,1.943257212638855
97,train_metrics_ground_state/mae_gradient_ground_state,1.9381250143051147
98,train_metrics_ground_state/mae_gradient_ground_state,1.9330129623413086
99,train_metrics_ground_state/mae_gradient_ground_state,1.9279611110687256
100,train_metrics_ground_state/mae_gradient_ground_state,1.9229400157928467
101,train_metrics_ground_state/mae_gradient_ground_state,1.9177955389022827
102,train_metrics_ground_state/mae_gradient_ground_state,1.912844181060791
103,train_metrics_ground_state/mae_gradient_ground_state,1.907697319984436
104,train_metrics_ground_state/mae_gradient_ground_state,1.9025328159332275
105,train_metrics_ground_state/mae_gradient_ground_state,1.8976472616195679
106,train_metrics_ground_state/mae_gradient_ground_state,1.8929808139801025
107,train_metrics_ground_state/mae_gradient_ground_state,1.8885159492492676
108,train_metrics_ground_state/mae_gradient_ground_state,1.8840019702911377
109,train_metrics_ground_state/mae_gradient_ground_state,1.879478096961975
110,train_metrics_ground_state/mae_gradient_ground_state,1.8749114274978638
111,train_metrics_ground_state/mae_gradient_ground_state,1.8702764511108398
112,train_metrics_ground_state/mae_gradient_ground_state,1.8656084537506104
113,train_metrics_ground_state/mae_gradient_ground_state,1.861035704612732
114,train_metrics_ground_state/mae_gradient_ground_state,1.856399655342102
115,train_metrics_ground_state/mae_gradient_ground_state,1.851861834526062
116,train_metrics_ground_state/mae_gradient_ground_state,1.847280502319336
117,train_metrics_ground_state/mae_gradient_ground_state,1.842879295349121
118,train_metrics_ground_state/mae_gradient_ground_state,1.8386645317077637
119,train_metrics_ground_state/mae_gradient_ground_state,1.8344541788101196
120,train_metrics_ground_state/mae_gradient_ground_state,1.8300567865371704
121,train_metrics_ground_state/mae_gradient_ground_state,1.8254793882369995
122,train_metrics_ground_state/mae_gradient_ground_state,1.8207857608795166
123,train_metrics_ground_state/mae_gradient_ground_state,1.8159722089767456
124,train_metrics_ground_state/mae_gradient_ground_state,1.8111344575881958
125,train_metrics_ground_state/mae_gradient_ground_state,1.8061747550964355
126,train_metrics_ground_state/mae_gradient_ground_state,1.8012702465057373
127,train_metrics_ground_state/mae_gradient_ground_state,1.7961372137069702
128,train_metrics_ground_state/mae_gradient_ground_state,1.7907493114471436
129,train_metrics_ground_state/mae_gradient_ground_state,1.7849719524383545
130,train_metrics_ground_state/mae_gradient_ground_state,1.7790870666503906
131,train_metrics_ground_state/mae_gradient_ground_state,1.7732967138290405
132,train_metrics_ground_state/mae_gradient_ground_state,1.767897605895996
133,train_metrics_ground_state/mae_gradient_ground_state,1.762492060661316
134,train_metrics_ground_state/mae_gradient_ground_state,1.7571806907653809
135,train_metrics_ground_state/mae_gradient_ground_state,1.752356767654419
136,train_metrics_ground_state/mae_gradient_ground_state,1.7479135990142822
137,train_metrics_ground_state/mae_gradient_ground_state,1.7435457706451416
138,train_metrics_ground_state/mae_gradient_ground_state,1.739457368850708
139,train_metrics_ground_state/mae_gradient_ground_state,1.7357739210128784
140,train_metrics_ground_state/mae_gradient_ground_state,1.7325068712234497
0,train_metrics_per_electron/mae_energy_per_electron,2.47955322265625e-05
1,train_metrics_per_electron/mae_energy_per_electron,2.47955322265625e-05
2,train_metrics_per_electron/mae_energy_per_electron,2.5431314497836865e-05
3,train_metrics_per_electron/mae_energy_per_electron,2.5431314497836865e-05
4,train_metrics_per_electron/mae_energy_per_electron,2.5431314497836865e-05
5,train_metrics_per_electron/mae_energy_per_electron,2.6067098588100635e-05
6,train_metrics_per_electron/mae_energy_per_electron,2.6067098588100635e-05
7,train_metrics_per_electron/mae_energy_per_electron,2.6702880859375e-05
8,train_metrics_per_electron/mae_energy_per_electron,2.6702880859375e-05
9,train_metrics_per_electron/mae_energy_per_electron,2.7338663130649365e-05
10,train_metrics_per_electron/mae_energy_per_electron,2.7338663130649365e-05
11,train_metrics_per_electron/mae_energy_per_electron,2.7974447220913135e-05
12,train_metrics_per_electron/mae_energy_per_electron,2.7974447220913135e-05
13,train_metrics_per_electron/mae_energy_per_electron,2.86102294921875e-05
